content,label,tokens
JetBlue awe you guys are great cant wait to travel with you again soon,1,"['JetBlue', 'awe', 'you', 'guys', 'are', 'great', 'cant', 'wait', 'to', 'travel', 'with', 'you', 'again', 'soon']"
VirginAmerica thank you for the easy itinerary shift for impending weather quick painless  free,1,"['VirginAmerica', 'thank', 'you', 'for', 'the', 'easy', 'itinerary', 'shift', 'for', 'impending', 'weather', 'quick', 'painless', 'free']"
SouthwestAir once again i was able to change my flight without any fees oh and the two free checked bags best airline ever,1,"['SouthwestAir', 'once', 'again', 'i', 'was', 'able', 'to', 'change', 'my', 'flight', 'without', 'any', 'fees', 'oh', 'and', 'the', 'two', 'free', 'checked', 'bags', 'best', 'airline', 'ever']"
JetBlue roxydigital HAHA you didnt disappoint well done JVMChat,1,"['JetBlue', 'roxydigital', 'HAHA', 'you', 'didnt', 'disappoint', 'well', 'done', 'JVMChat']"
USAirways YOU ARE THE BEST AIRWAYS follow me pleasefolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_hands,1,"['USAirways', 'YOU', 'ARE', 'THE', 'BEST', 'AIRWAYS', 'follow', 'me', 'pleasefolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_handsfolded_hands']"
AmericanAir thanks for the update,1,"['AmericanAir', 'thanks', 'for', 'the', 'update']"
SouthwestAir thank you for always going above and beyond with your customer service favoriteairline luvforSW southwestair,1,"['SouthwestAir', 'thank', 'you', 'for', 'always', 'going', 'above', 'and', 'beyond', 'with', 'your', 'customer', 'service', 'favoriteairline', 'luvforSW', 'southwestair']"
united hmmmseems like this could be something to be changed to be more flyerfriendly,1,"['united', 'hmmmseems', 'like', 'this', 'could', 'be', 'something', 'to', 'be', 'changed', 'to', 'be', 'more', 'flyerfriendly']"
JetBlue btw thanks for responding quickly,1,"['JetBlue', 'btw', 'thanks', 'for', 'responding', 'quickly']"
AmericanAir thanx for replying DM sent,1,"['AmericanAir', 'thanx', 'for', 'replying', 'DM', 'sent']"
JetBlue thanks for update,1,"['JetBlue', 'thanks', 'for', 'update']"
VirginAmerica i love the dancing little richard cool beans,1,"['VirginAmerica', 'i', 'love', 'the', 'dancing', 'little', 'richard', 'cool', 'beans']"
united hi flight 1051 if i try and book a new one way flight departure shows up as 355pm which seems accurate,1,"['united', 'hi', 'flight', '1051', 'if', 'i', 'try', 'and', 'book', 'a', 'new', 'one', 'way', 'flight', 'departure', 'shows', 'up', 'as', '355pm', 'which', 'seems', 'accurate']"
lmfaooo JetBlue our fleets on fleek,1,"['lmfaooo', 'JetBlue', 'our', 'fleets', 'on', 'fleek']"
united thanks  its very helpful to understand that the reduced price seats that are sold at checkin have priority over the certificates,1,"['united', 'thanks', 'its', 'very', 'helpful', 'to', 'understand', 'that', 'the', 'reduced', 'price', 'seats', 'that', 'are', 'sold', 'at', 'checkin', 'have', 'priority', 'over', 'the', 'certificates']"
AmericanAir love the new planes for the JFKLAX run maybe one day i will be on one where the amenities all function NoCharge ever,1,"['AmericanAir', 'love', 'the', 'new', 'planes', 'for', 'the', 'JFKLAX', 'run', 'maybe', 'one', 'day', 'i', 'will', 'be', 'on', 'one', 'where', 'the', 'amenities', 'all', 'function', 'NoCharge', 'ever']"
VirginAmerica giants and virgin america a match made in heaven,1,"['VirginAmerica', 'giants', 'and', 'virgin', 'america', 'a', 'match', 'made', 'in', 'heaven']"
AmericanAir aww thanks AADFW was on GMA up here this AMso i understand btw AA is my airline when im able to trvlove you guys,1,"['AmericanAir', 'aww', 'thanks', 'AADFW', 'was', 'on', 'GMA', 'up', 'here', 'this', 'AMso', 'i', 'understand', 'btw', 'AA', 'is', 'my', 'airline', 'when', 'im', 'able', 'to', 'trvlove', 'you', 'guys']"
VirginAmerica thanks to your outstanding NYCJFK crew who moved mountains to get me home to san francisco tonight,1,"['VirginAmerica', 'thanks', 'to', 'your', 'outstanding', 'NYCJFK', 'crew', 'who', 'moved', 'mountains', 'to', 'get', 'me', 'home', 'to', 'san', 'francisco', 'tonight']"
united alright thank you much appreciated,1,"['united', 'alright', 'thank', 'you', 'much', 'appreciated']"
united thanks for the timely service  great staff getting my wife and me to and from cancun this past week for our honeymoon,1,"['united', 'thanks', 'for', 'the', 'timely', 'service', 'great', 'staff', 'getting', 'my', 'wife', 'and', 'me', 'to', 'and', 'from', 'cancun', 'this', 'past', 'week', 'for', 'our', 'honeymoon']"
united your agents and service on my weekend trip have been AMAZING thank you,1,"['united', 'your', 'agents', 'and', 'service', 'on', 'my', 'weekend', 'trip', 'have', 'been', 'AMAZING', 'thank', 'you']"
SouthwestAir AARP tfw1 appreciate the tweet back  it was unexpected,1,"['SouthwestAir', 'AARP', 'tfw1', 'appreciate', 'the', 'tweet', 'back', 'it', 'was', 'unexpected']"
JetBlue thank you,1,"['JetBlue', 'thank', 'you']"
AmericanAir TyWinter its really the small thingsthe detailsthat make an excellent experience or a really irritating one,1,"['AmericanAir', 'TyWinter', 'its', 'really', 'the', 'small', 'thingsthe', 'detailsthat', 'make', 'an', 'excellent', 'experience', 'or', 'a', 'really', 'irritating', 'one']"
AmericanAir DAI_President good luck at DFW this evening AA,1,"['AmericanAir', 'DAI_President', 'good', 'luck', 'at', 'DFW', 'this', 'evening', 'AA']"
SouthwestAir what can we do to bring you back to jackson MS we miss you terribly around here these other airlines are horrible,1,"['SouthwestAir', 'what', 'can', 'we', 'do', 'to', 'bring', 'you', 'back', 'to', 'jackson', 'MS', 'we', 'miss', 'you', 'terribly', 'around', 'here', 'these', 'other', 'airlines', 'are', 'horrible']"
AmericanAir RDU customer service is awesome thanks give em all bonuses,1,"['AmericanAir', 'RDU', 'customer', 'service', 'is', 'awesome', 'thanks', 'give', 'em', 'all', 'bonuses']"
SouthwestAir great cabin and flight crew this morning on 578 a great smile and happy staff are signs of a happy company thanks,1,"['SouthwestAir', 'great', 'cabin', 'and', 'flight', 'crew', 'this', 'morning', 'on', '578', 'a', 'great', 'smile', 'and', 'happy', 'staff', 'are', 'signs', 'of', 'a', 'happy', 'company', 'thanks']"
keep it up  AmericanAir,1,"['keep', 'it', 'up', 'AmericanAir']"
SouthwestAir already signed up thanks looking forward to trying the southwest experience,1,"['SouthwestAir', 'already', 'signed', 'up', 'thanks', 'looking', 'forward', 'to', 'trying', 'the', 'southwest', 'experience']"
VirginAmerica thank you for the follow,1,"['VirginAmerica', 'thank', 'you', 'for', 'the', 'follow']"
united thank you for the delta transfer will my bags go too,1,"['united', 'thank', 'you', 'for', 'the', 'delta', 'transfer', 'will', 'my', 'bags', 'go', 'too']"
JetBlue awesome bestairlineever,1,"['JetBlue', 'awesome', 'bestairlineever']"
AmericanAir i tried that they wont book us with another airline i wish i had flown with you we are now stuck in FL til weds,1,"['AmericanAir', 'i', 'tried', 'that', 'they', 'wont', 'book', 'us', 'with', 'another', 'airline', 'i', 'wish', 'i', 'had', 'flown', 'with', 'you', 'we', 'are', 'now', 'stuck', 'in', 'FL', 'til', 'weds']"
USAirways thanks so much,1,"['USAirways', 'thanks', 'so', 'much']"
AmericanAir no worries at all yall have a good one,1,"['AmericanAir', 'no', 'worries', 'at', 'all', 'yall', 'have', 'a', 'good', 'one']"
AmericanAir great thanks,1,"['AmericanAir', 'great', 'thanks']"
united wins top marks for customer service via twitter they turned a poor experience into a positive many thanks for the effort thumbs_up,1,"['united', 'wins', 'top', 'marks', 'for', 'customer', 'service', 'via', 'twitter', 'they', 'turned', 'a', 'poor', 'experience', 'into', 'a', 'positive', 'many', 'thanks', 'for', 'the', 'effort', 'thumbs_up']"
united great to hear thankyou so much greatly appreciate your replies feel much more settled now,1,"['united', 'great', 'to', 'hear', 'thankyou', 'so', 'much', 'greatly', 'appreciate', 'your', 'replies', 'feel', 'much', 'more', 'settled', 'now']"
JetBlue currently dancing in the terminal love stevie,1,"['JetBlue', 'currently', 'dancing', 'in', 'the', 'terminal', 'love', 'stevie']"
SouthwestAir much respect,1,"['SouthwestAir', 'much', 'respect']"
AmericanAir thank you you too,1,"['AmericanAir', 'thank', 'you', 'you', 'too']"
AmericanAir my pleasure next AA flight  this wednesday to milan italy for MIDOExhibition  see you then,1,"['AmericanAir', 'my', 'pleasure', 'next', 'AA', 'flight', 'this', 'wednesday', 'to', 'milan', 'italy', 'for', 'MIDOExhibition', 'see', 'you', 'then']"
SouthwestAir beautiful view flying into san jose CA this evening,1,"['SouthwestAir', 'beautiful', 'view', 'flying', 'into', 'san', 'jose', 'CA', 'this', 'evening']"
SouthwestAir thanks for adding straight flights from columbus to oakland,1,"['SouthwestAir', 'thanks', 'for', 'adding', 'straight', 'flights', 'from', 'columbus', 'to', 'oakland']"
JetBlue i like  follow JetBlue,1,"['JetBlue', 'i', 'like', 'follow', 'JetBlue']"
AmericanAir appreciate update have also appreciated our pilots effort to explain to us just now accurate authoritative comms is vital,1,"['AmericanAir', 'appreciate', 'update', 'have', 'also', 'appreciated', 'our', 'pilots', 'effort', 'to', 'explain', 'to', 'us', 'just', 'now', 'accurate', 'authoritative', 'comms', 'is', 'vital']"
united you too,1,"['united', 'you', 'too']"
i red_heart flying VirginAmerica smiling_facethumbs_up,1,"['i', 'red_heart', 'flying', 'VirginAmerica', 'smiling_facethumbs_up']"
AmericanAir no space in my seat but thanks to your pilots im back 25mn early to ohare didnt think that was possible sna2ord 1644,1,"['AmericanAir', 'no', 'space', 'in', 'my', 'seat', 'but', 'thanks', 'to', 'your', 'pilots', 'im', 'back', '25mn', 'early', 'to', 'ohare', 'didnt', 'think', 'that', 'was', 'possible', 'sna2ord', '1644']"
SouthwestAir FortuneMagazine superb choice  SWA i am a raving fan they even take stress out of weatherrelate flightd glitches custexp,1,"['SouthwestAir', 'FortuneMagazine', 'superb', 'choice', 'SWA', 'i', 'am', 'a', 'raving', 'fan', 'they', 'even', 'take', 'stress', 'out', 'of', 'weatherrelate', 'flightd', 'glitches', 'custexp']"
JetBlue Ruth_Slobodin why not wed sure love to see you ruth JustDoIt YouKnowYouWantTo  you know me too well heart_with_arrow,1,"['JetBlue', 'Ruth_Slobodin', 'why', 'not', 'wed', 'sure', 'love', 'to', 'see', 'you', 'ruth', 'JustDoIt', 'YouKnowYouWantTo', 'you', 'know', 'me', 'too', 'well', 'heart_with_arrow']"
united perfect that works thank you,1,"['united', 'perfect', 'that', 'works', 'thank', 'you']"
SouthwestAir your flight attendants are really funny the sass is giving me life face_with_tears_of_joy,1,"['SouthwestAir', 'your', 'flight', 'attendants', 'are', 'really', 'funny', 'the', 'sass', 'is', 'giving', 'me', 'life', 'face_with_tears_of_joy']"
SouthwestAir TY for your consideration,1,"['SouthwestAir', 'TY', 'for', 'your', 'consideration']"
USAirways awesome and yes UpInAirClaire is,1,"['USAirways', 'awesome', 'and', 'yes', 'UpInAirClaire', 'is']"
JetBlue you dont need to cut services charge more and give a better flying experience thats why i use jet blue in the first place,1,"['JetBlue', 'you', 'dont', 'need', 'to', 'cut', 'services', 'charge', 'more', 'and', 'give', 'a', 'better', 'flying', 'experience', 'thats', 'why', 'i', 'use', 'jet', 'blue', 'in', 'the', 'first', 'place']"
JetBlue jeff_hofmann DeniseJTaylor LaurieAMeacham good one and indeed its JetBlues finest day in history,1,"['JetBlue', 'jeff_hofmann', 'DeniseJTaylor', 'LaurieAMeacham', 'good', 'one', 'and', 'indeed', 'its', 'JetBlues', 'finest', 'day', 'in', 'history']"
SouthwestAir ok thank you i hope so too,1,"['SouthwestAir', 'ok', 'thank', 'you', 'i', 'hope', 'so', 'too']"
JetBlue is the greatest airline ever two_heartsairplaneseat TrueBluePoints jetbluemember,1,"['JetBlue', 'is', 'the', 'greatest', 'airline', 'ever', 'two_heartsairplaneseat', 'TrueBluePoints', 'jetbluemember']"
JetBlue thanks for making my trip home MintyFresh next brandmance flight ill take more selfies LOVE travel business,1,"['JetBlue', 'thanks', 'for', 'making', 'my', 'trip', 'home', 'MintyFresh', 'next', 'brandmance', 'flight', 'ill', 'take', 'more', 'selfies', 'LOVE', 'travel', 'business']"
AmericanAir dfwairport me too LOVE LIVING SO CLOSE SO i ALWAYS HAVE GREAT VIEWS,1,"['AmericanAir', 'dfwairport', 'me', 'too', 'LOVE', 'LIVING', 'SO', 'CLOSE', 'SO', 'i', 'ALWAYS', 'HAVE', 'GREAT', 'VIEWS']"
USAirways  so far so good this week SAV to CLT boarded BEFORE the departure time first time in 4 weeks perhaps an on time departure,1,"['USAirways', 'so', 'far', 'so', 'good', 'this', 'week', 'SAV', 'to', 'CLT', 'boarded', 'BEFORE', 'the', 'departure', 'time', 'first', 'time', 'in', '4', 'weeks', 'perhaps', 'an', 'on', 'time', 'departure']"
united mechanical issue looks like they got it fixed thanks for your concern,1,"['united', 'mechanical', 'issue', 'looks', 'like', 'they', 'got', 'it', 'fixed', 'thanks', 'for', 'your', 'concern']"
AmericanAir aww cool its nice to know they are still up above my head then one of my faves,1,"['AmericanAir', 'aww', 'cool', 'its', 'nice', 'to', 'know', 'they', 'are', 'still', 'up', 'above', 'my', 'head', 'then', 'one', 'of', 'my', 'faves']"
SouthwestAir yes please,1,"['SouthwestAir', 'yes', 'please']"
AmericanAir beantownmatty sounds like a date,1,"['AmericanAir', 'beantownmatty', 'sounds', 'like', 'a', 'date']"
USAirways awesome flight 676 out of philly on tuesday party in row 15 if youre interested,1,"['USAirways', 'awesome', 'flight', '676', 'out', 'of', 'philly', 'on', 'tuesday', 'party', 'in', 'row', '15', 'if', 'youre', 'interested']"
AmericanAir SFO natt the agent who helped me really did an awesome job,1,"['AmericanAir', 'SFO', 'natt', 'the', 'agent', 'who', 'helped', 'me', 'really', 'did', 'an', 'awesome', 'job']"
USAirways good work by flight 1798 crew chairmans recognition even in coach too many missedupgrades late flightly whats up with this,1,"['USAirways', 'good', 'work', 'by', 'flight', '1798', 'crew', 'chairmans', 'recognition', 'even', 'in', 'coach', 'too', 'many', 'missedupgrades', 'late', 'flightly', 'whats', 'up', 'with', 'this']"
AmericanAir nlrphoto those are very beautiful photos thx would marketing dept be interested in buying,1,"['AmericanAir', 'nlrphoto', 'those', 'are', 'very', 'beautiful', 'photos', 'thx', 'would', 'marketing', 'dept', 'be', 'interested', 'in', 'buying']"
united thank you good service safe flight 12 way home,1,"['united', 'thank', 'you', 'good', 'service', 'safe', 'flight', '12', 'way', 'home']"
AmericanAir dfwairport you 2 together are the best part of flying,1,"['AmericanAir', 'dfwairport', 'you', '2', 'together', 'are', 'the', 'best', 'part', 'of', 'flying']"
VirginAmerica like,1,"['VirginAmerica', 'like']"
usairways thanks to kevin and team at f38ish at PHL for some great service recovery tonight appreciate it,1,"['usairways', 'thanks', 'to', 'kevin', 'and', 'team', 'at', 'f38ish', 'at', 'PHL', 'for', 'some', 'great', 'service', 'recovery', 'tonight', 'appreciate', 'it']"
JetBlue Leopolds_IC no but my friend in the picture  phillip heller JFK IFC did and he said it was delicious,1,"['JetBlue', 'Leopolds_IC', 'no', 'but', 'my', 'friend', 'in', 'the', 'picture', 'phillip', 'heller', 'JFK', 'IFC', 'did', 'and', 'he', 'said', 'it', 'was', 'delicious']"
SouthwestAir youre the best,1,"['SouthwestAir', 'youre', 'the', 'best']"
JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU monday night in the snow so we could have a plane,1,"['JetBlue', 'and', 'a', 'HUGE', 'thanks', 'to', 'the', 'crew', 'on', 'flight', '1348', 'who', 'flew', 'in', 'to', 'DCA', 'from', 'SJU', 'monday', 'night', 'in', 'the', 'snow', 'so', 'we', 'could', 'have', 'a', 'plane']"
SouthwestAir me on one of your planes thanks for taking me arizona 184,1,"['SouthwestAir', 'me', 'on', 'one', 'of', 'your', 'planes', 'thanks', 'for', 'taking', 'me', 'arizona', '184']"
united you guys are awesome thanks,1,"['united', 'you', 'guys', 'are', 'awesome', 'thanks']"
united thanks for prompt response another hour to enjoy vacation perhaps a bug in the app as it still shows 255,1,"['united', 'thanks', 'for', 'prompt', 'response', 'another', 'hour', 'to', 'enjoy', 'vacation', 'perhaps', 'a', 'bug', 'in', 'the', 'app', 'as', 'it', 'still', 'shows', '255']"
JetBlue thanks line moved quick already done,1,"['JetBlue', 'thanks', 'line', 'moved', 'quick', 'already', 'done']"
JetBlue i did not shes a woman whos a lead she was working at gate c26,1,"['JetBlue', 'i', 'did', 'not', 'shes', 'a', 'woman', 'whos', 'a', 'lead', 'she', 'was', 'working', 'at', 'gate', 'c26']"
united my home for the next 85 hrs 777 GFC,1,"['united', 'my', 'home', 'for', 'the', 'next', '85', 'hrs', '777', 'GFC']"
united thank you for the speedy response i figured it may be something of that nature you guys and your fine print haha,1,"['united', 'thank', 'you', 'for', 'the', 'speedy', 'response', 'i', 'figured', 'it', 'may', 'be', 'something', 'of', 'that', 'nature', 'you', 'guys', 'and', 'your', 'fine', 'print', 'haha']"
SouthwestAir thanks for taking care of me today michele rocked the customer service gate 25 HOU,1,"['SouthwestAir', 'thanks', 'for', 'taking', 'care', 'of', 'me', 'today', 'michele', 'rocked', 'the', 'customer', 'service', 'gate', '25', 'HOU']"
SouthwestAir thanks 4 the great service staff letting me change my flight 5 times for free PVD to the skies for me always on SWA,1,"['SouthwestAir', 'thanks', '4', 'the', 'great', 'service', 'staff', 'letting', 'me', 'change', 'my', 'flight', '5', 'times', 'for', 'free', 'PVD', 'to', 'the', 'skies', 'for', 'me', 'always', 'on', 'SWA']"
VirginAmerica ok first time flying with you tonight,1,"['VirginAmerica', 'ok', 'first', 'time', 'flying', 'with', 'you', 'tonight']"
united ok thx,1,"['united', 'ok', 'thx']"
cool thx only a couple more PGAShow flights til im mosaiccant wait will be easier to change flights when weathers bad JetBlue,1,"['cool', 'thx', 'only', 'a', 'couple', 'more', 'PGAShow', 'flights', 'til', 'im', 'mosaiccant', 'wait', 'will', 'be', 'easier', 'to', 'change', 'flights', 'when', 'weathers', 'bad', 'JetBlue']"
JetBlue ready to go to disneyworld for the rundisney PrincessHalf,1,"['JetBlue', 'ready', 'to', 'go', 'to', 'disneyworld', 'for', 'the', 'rundisney', 'PrincessHalf']"
USAirways thank you i will be calling you CheapOairChat,1,"['USAirways', 'thank', 'you', 'i', 'will', 'be', 'calling', 'you', 'CheapOairChat']"
JetBlue i will thank you,1,"['JetBlue', 'i', 'will', 'thank', 'you']"
AmericanAir thanks for the great customer service family made it back to SAT safely the weather at DFW made things a little worrisome,1,"['AmericanAir', 'thanks', 'for', 'the', 'great', 'customer', 'service', 'family', 'made', 'it', 'back', 'to', 'SAT', 'safely', 'the', 'weather', 'at', 'DFW', 'made', 'things', 'a', 'little', 'worrisome']"
JetBlue thanks we are ticketed on stand by for flight 1970 i hope we make it out fingers crossed,1,"['JetBlue', 'thanks', 'we', 'are', 'ticketed', 'on', 'stand', 'by', 'for', 'flight', '1970', 'i', 'hope', 'we', 'make', 'it', 'out', 'fingers', 'crossed']"
AmericanAir no apologies required i made it home safe thanks to you kudos to AA,1,"['AmericanAir', 'no', 'apologies', 'required', 'i', 'made', 'it', 'home', 'safe', 'thanks', 'to', 'you', 'kudos', 'to', 'AA']"
SouthwestAir thanks for being so good to us military folk its cold in StLouis but i sure enjoyed my flight,1,"['SouthwestAir', 'thanks', 'for', 'being', 'so', 'good', 'to', 'us', 'military', 'folk', 'its', 'cold', 'in', 'StLouis', 'but', 'i', 'sure', 'enjoyed', 'my', 'flight']"
SouthwestAir thanks for the info have a good day,1,"['SouthwestAir', 'thanks', 'for', 'the', 'info', 'have', 'a', 'good', 'day']"
VirginAmerica plus youve added commercials to the experience tacky,1,"['VirginAmerica', 'plus', 'youve', 'added', 'commercials', 'to', 'the', 'experience', 'tacky']"
JetBlue ok thank you for the quick response JetBlue still the best comp,1,"['JetBlue', 'ok', 'thank', 'you', 'for', 'the', 'quick', 'response', 'JetBlue', 'still', 'the', 'best', 'comp']"
JetBlue success good work JetBlue team,1,"['JetBlue', 'success', 'good', 'work', 'JetBlue', 'team']"
united 732 from denver we just boarded fingers crossed we get into the air,1,"['united', '732', 'from', 'denver', 'we', 'just', 'boarded', 'fingers', 'crossed', 'we', 'get', 'into', 'the', 'air']"
JetBlue toss this ticketits great PR and im sure every college student following me will be willing to rock out wit too eyeseyes,1,"['JetBlue', 'toss', 'this', 'ticketits', 'great', 'PR', 'and', 'im', 'sure', 'every', 'college', 'student', 'following', 'me', 'will', 'be', 'willing', 'to', 'rock', 'out', 'wit', 'too', 'eyeseyes']"
JetBlue we dont need anybody else,1,"['JetBlue', 'we', 'dont', 'need', 'anybody', 'else']"
VirginAmerica wifi AND better seating,1,"['VirginAmerica', 'wifi', 'AND', 'better', 'seating']"
SouthwestAir male flight attendant on flight 3913 from orlando to indy was AMAZING he needs a raise thumbs_up had the best experience with him,1,"['SouthwestAir', 'male', 'flight', 'attendant', 'on', 'flight', '3913', 'from', 'orlando', 'to', 'indy', 'was', 'AMAZING', 'he', 'needs', 'a', 'raise', 'thumbs_up', 'had', 'the', 'best', 'experience', 'with', 'him']"
united 4 reflight booking problemss in last 2 days and each time united wait time was 5 seconds kudos to you for excellent customer service,1,"['united', '4', 'reflight', 'booking', 'problemss', 'in', 'last', '2', 'days', 'and', 'each', 'time', 'united', 'wait', 'time', 'was', '5', 'seconds', 'kudos', 'to', 'you', 'for', 'excellent', 'customer', 'service']"
united d_goodspeed we will follow up with our maintenance team thanks for the tweet KP THANK YOU united cares,1,"['united', 'd_goodspeed', 'we', 'will', 'follow', 'up', 'with', 'our', 'maintenance', 'team', 'thanks', 'for', 'the', 'tweet', 'KP', 'THANK', 'YOU', 'united', 'cares']"
SouthwestAir i WOULD DO ANYTHING FOR tickets to the VEGAS ANYTHING i love imagine dragons so much,1,"['SouthwestAir', 'i', 'WOULD', 'DO', 'ANYTHING', 'FOR', 'tickets', 'to', 'the', 'VEGAS', 'ANYTHING', 'i', 'love', 'imagine', 'dragons', 'so', 'much']"
united despite my bag not making it to newark good informative email tracking updates help,1,"['united', 'despite', 'my', 'bag', 'not', 'making', 'it', 'to', 'newark', 'good', 'informative', 'email', 'tracking', 'updates', 'help']"
SouthwestAir appreciate the reply hopefully those LAX agents get the memo cheers,1,"['SouthwestAir', 'appreciate', 'the', 'reply', 'hopefully', 'those', 'LAX', 'agents', 'get', 'the', 'memo', 'cheers']"
AmericanAir maryella_green despite the inconvenience the situation was handled quickly and we appreciate it very much,1,"['AmericanAir', 'maryella_green', 'despite', 'the', 'inconvenience', 'the', 'situation', 'was', 'handled', 'quickly', 'and', 'we', 'appreciate', 'it', 'very', 'much']"
USAirways  huge props to parizad at checkin in sacramento for her help on friday to get 3 of us home when other airlines were delayed,1,"['USAirways', 'huge', 'props', 'to', 'parizad', 'at', 'checkin', 'in', 'sacramento', 'for', 'her', 'help', 'on', 'friday', 'to', 'get', '3', 'of', 'us', 'home', 'when', 'other', 'airlines', 'were', 'delayed']"
USAirways we called and were able to get rescheduled thank you for the quick responses today,1,"['USAirways', 'we', 'called', 'and', 'were', 'able', 'to', 'get', 'rescheduled', 'thank', 'you', 'for', 'the', 'quick', 'responses', 'today']"
usairways 4 flights in 48hrs  ive had the same flight attendant for 3 of those flights freaky coincidence plus side shes great,1,"['usairways', '4', 'flights', 'in', '48hrs', 'ive', 'had', 'the', 'same', 'flight', 'attendant', 'for', '3', 'of', 'those', 'flights', 'freaky', 'coincidence', 'plus', 'side', 'shes', 'great']"
SouthwestAir thanks for the response was able to get my situation resolved not a fan of mother nature today,1,"['SouthwestAir', 'thanks', 'for', 'the', 'response', 'was', 'able', 'to', 'get', 'my', 'situation', 'resolved', 'not', 'a', 'fan', 'of', 'mother', 'nature', 'today']"
AmericanAir he thanks you anything you can do to help would any further information help in the process,1,"['AmericanAir', 'he', 'thanks', 'you', 'anything', 'you', 'can', 'do', 'to', 'help', 'would', 'any', 'further', 'information', 'help', 'in', 'the', 'process']"
AmericanAir thanks are they really open 330 am  7 pm every day any way to check they are open before going all the way there thanks,1,"['AmericanAir', 'thanks', 'are', 'they', 'really', 'open', '330', 'am', '7', 'pm', 'every', 'day', 'any', 'way', 'to', 'check', 'they', 'are', 'open', 'before', 'going', 'all', 'the', 'way', 'there', 'thanks']"
USAirways thanks to the gate agent in state college PA that was able to get me on an earlier flight AND figure out an earlier connection,1,"['USAirways', 'thanks', 'to', 'the', 'gate', 'agent', 'in', 'state', 'college', 'PA', 'that', 'was', 'able', 'to', 'get', 'me', 'on', 'an', 'earlier', 'flight', 'AND', 'figure', 'out', 'an', 'earlier', 'connection']"
USAirways AmericanAir i am so going to miss US airways you always provided great service and NEVER LET ME DOWN,1,"['USAirways', 'AmericanAir', 'i', 'am', 'so', 'going', 'to', 'miss', 'US', 'airways', 'you', 'always', 'provided', 'great', 'service', 'and', 'NEVER', 'LET', 'ME', 'DOWN']"
united thank you for responding so promptly i look forward to the 240 kms drive to the office to file a claim,1,"['united', 'thank', 'you', 'for', 'responding', 'so', 'promptly', 'i', 'look', 'forward', 'to', 'the', '240', 'kms', 'drive', 'to', 'the', 'office', 'to', 'file', 'a', 'claim']"
SouthwestAir not frustrated just an idea great crew thanks happycustomer,1,"['SouthwestAir', 'not', 'frustrated', 'just', 'an', 'idea', 'great', 'crew', 'thanks', 'happycustomer']"
VirginAmerica cutest salt and pepper shaker ever just when i think you guys cant get any better you just do,1,"['VirginAmerica', 'cutest', 'salt', 'and', 'pepper', 'shaker', 'ever', 'just', 'when', 'i', 'think', 'you', 'guys', 'cant', 'get', 'any', 'better', 'you', 'just', 'do']"
AmericanAir thank you they are processing my refund,1,"['AmericanAir', 'thank', 'you', 'they', 'are', 'processing', 'my', 'refund']"
just got off the phone AmericanAir customer service only 8 minutes to get my issue resoled you guys are awesome,1,"['just', 'got', 'off', 'the', 'phone', 'AmericanAir', 'customer', 'service', 'only', '8', 'minutes', 'to', 'get', 'my', 'issue', 'resoled', 'you', 'guys', 'are', 'awesome']"
SouthwestAir AmericanAir yall are better then united,1,"['SouthwestAir', 'AmericanAir', 'yall', 'are', 'better', 'then', 'united']"
united i have 8 flights with you in the next two weeks  lets make some good memories,1,"['united', 'i', 'have', '8', 'flights', 'with', 'you', 'in', 'the', 'next', 'two', 'weeks', 'lets', 'make', 'some', 'good', 'memories']"
SouthwestAir thank you so much for stepping up your game and making my day after night of elevator music much appreciated,1,"['SouthwestAir', 'thank', 'you', 'so', 'much', 'for', 'stepping', 'up', 'your', 'game', 'and', 'making', 'my', 'day', 'after', 'night', 'of', 'elevator', 'music', 'much', 'appreciated']"
SouthwestAir although the wait was long due to weather rscheduling a phone call and super rep solved the issue thank you,1,"['SouthwestAir', 'although', 'the', 'wait', 'was', 'long', 'due', 'to', 'weather', 'rscheduling', 'a', 'phone', 'call', 'and', 'super', 'rep', 'solved', 'the', 'issue', 'thank', 'you']"
united thankful for great service in newark seats fixed and i was seated with my daughter fab landing in fort myers,1,"['united', 'thankful', 'for', 'great', 'service', 'in', 'newark', 'seats', 'fixed', 'and', 'i', 'was', 'seated', 'with', 'my', 'daughter', 'fab', 'landing', 'in', 'fort', 'myers']"
USAirways ill check it out when i get to the airport thanks,1,"['USAirways', 'ill', 'check', 'it', 'out', 'when', 'i', 'get', 'to', 'the', 'airport', 'thanks']"
jetblue first airline to use applepay in flight airlines,1,"['jetblue', 'first', 'airline', 'to', 'use', 'applepay', 'in', 'flight', 'airlines']"
